ShellNo,kx,ky,kz,u_amp,v_amp,w_amp,u_hat_pn1,u_hat_pn2,u_hat_pn3
1,45.677444598575491,15.019574460437507,-41.887902047863896,-0.10575323016239716E-3,-0.11585121553550244E-2,-0.53072356947210053E-3,-0.82705528575951176E-1,-0.90602774045923173,-0.41505846463035978
1,47.324257146504408,-8.5106549430749983,-41.887902047863896,0.83889394502430594E-3,-0.71749879779723879E-4,0.96234638812720886E-3,0.65606664719230601,-0.56112817767650716E-1,0.75261404858268532
1,34.000121779403678,-34.000121779403678,-41.887902047863896,-0.56427244863446453E-3,0.62291100450976623E-3,-0.96362863757831112E-3,-0.44129575099970447,0.48715470728075527,-0.75361684649681793
1,34.000121779403678,-34.000121779403678,41.887902047863896,-0.10774575691315023E-2,-0.33939270867941332E-3,0.59908216715640712E-3,-0.84263807012171954,-0.26542596687638070,0.46851909127513947
1,-6.9088057560014056,-47.584503412922174,41.887902047863896,-0.10215342796438022E-2,-0.41924623517012287E-3,-0.64474954579016883E-3,-0.79890261911295446,-0.32787633465168259,-0.50423378937734775
1,-35.234414704936718,-32.719299846254344,41.887902047863896,-0.10656106196973920E-2,0.41743042236137059E-3,-0.57028722295320662E-3,-0.83337302721517148,0.32645625738395068,-0.44599967435535720
1,-46.686823036005180,-11.504656310959341,41.887902047863896,0.87090992418398336E-3,-0.22918605150103687E-3,0.90773967895181552E-3,0.68110511150409658,-0.17923758454016722,0.70990824433246191
1,-34.000121779403678,34.000121779403678,-41.887902047863896,0.10331067089693804E-2,0.70473374323651989E-3,-0.26653807610664462E-3,0.80795297041484881,0.55114512010820504,-0.20844916449517042
1,-28.051078571375065,39.053214374889841,-41.887902047863896,0.11475890302585974E-2,0.41668373186611675E-3,-0.38002072603555558E-3,0.89748518498916285,0.32587229950391455,-0.29719957459760793
1,-12.021089119093205,46.556524552627195,-41.887902047863896,0.66801517702853278E-3,-0.62886628624935544E-3,-0.89066524815264590E-3,0.52242894357043679,-0.49181210378141144,-0.69655498956936590
1,23.306721852006977,42.057261900196742,-41.887902047863896,-0.69348508426845764E-3,-0.54041291748967884E-3,-0.92845785229906720E-3,-0.54234797713398508,-0.42263613056188326,-0.72611112981578319
1,34.000121779403678,34.000121779403678,-41.887902047863896,0.31591897469034037E-3,0.82403386695920696E-3,0.92529187531459095E-3,0.24706806353634769,0.64444515242409317,0.72363514114330185
1,34.000121779403678,34.000121779403678,41.887902047863896,-0.58784848655164129E-3,-0.59993310998512211E-3,0.96411414645303120E-3,-0.45973366230201179,-0.46918458089024356,0.75399654428997631
1,45.289681311205243,-16.151202083994441,41.887902047863896,-0.45096577944656979E-4,0.11751908542194404E-2,0.50189084650449254E-3,-0.35268296865750261E-1,0.91907150851645669,0.39250950239385790
1,28.004838420940924,-39.086386211129209,41.887902047863896,-0.80575530218540258E-3,-0.93505449299362243E-3,-0.33381604982517319E-3,-0.63015019085265189,-0.73127010845531049,-0.26106467675295442
1,-17.270418952577394,-44.874816893565324,41.887902047863896,-0.98336066023644512E-3,0.72702082543177891E-3,0.37342227876248964E-3,-0.76904850150449522,0.56857498878024471,0.29203918310260180
1,-45.231382061253854,16.313756123512551,41.887902047863896,-0.39309260645948159E-3,0.92867746762520325E-3,-0.78615394857525442E-3,-0.30742258885714630,0.72628288250460005,-0.61482072707512025
1,-30.706432654648310,37.001777736402182,41.887902047863896,-0.57523409142932027E-3,-0.10316738811822878E-2,0.48964927236961307E-3,-0.44986842967833329,-0.80683241098316216,0.38293583870649661
1,-34.000121779403678,34.000121779403678,41.887902047863896,0.47741123876179990E-3,-0.70126091646334683E-3,0.95672007564033220E-3,0.37336494392900232,-0.54842915603328335,0.74821392626541861
1,12.638925245107426,46.392608578060646,41.887902047863896,0.12102666391947930E-2,-0.40427438305525682E-3,0.82574525404417645E-4,0.94650292911843881,-0.31616742570375284,0.64578356235486412E-1
1,15.894167008994170,45.380524645697534,41.887902047863896,0.27642145891650311E-3,-0.89766936912678104E-3,0.86763042118769170E-3,0.21617857756513137,-0.70203264284280442,0.67854033850985140
1,44.691980186503422,17.738192383603977,41.887902047863896,0.91007560432257602E-3,-0.42729585414491198E-3,-0.79005209602645867E-3,0.71173508160453436,-0.33417163164755309,-0.61786931807251821
1,47.894177149070472,-4.2619663586208389,41.887902047863896,0.65372542546633444E-3,-0.72968747637375665E-3,-0.82170610434053053E-3,0.51125347919591346,-0.57066047378477036,-0.64262469892606444
1,-21.305086782502304,43.105798208809517,41.887902047863896,-0.68476104553184325E-3,0.55923252905927577E-3,-0.92377646427717341E-3,-0.53552524241542587,0.43735422399569540,-0.72244999653195541
1,34.000121779403678,34.000121779403678,41.887902047863896,0.84932698461194132E-3,0.27753772500533854E-3,-0.91466832862911642E-3,0.66422592565996286,0.21705156628393241,-0.71532687441117249
1,4.7212502436626025,47.851085234979529,41.887902047863896,-0.68895756368712077E-3,-0.67022381091033092E-3,0.84329068873993445E-3,-0.53880717764972397,-0.52415623107120024,0.65950517112633278
2,-72.756874782546959,-1.9276585095584211,-41.887902047863896,0.69739400828769046E-3,0.89984698789414880E-3,-0.12527437200994093E-2,0.41198538233679283,0.53158444286382589,-0.74005812261332715
2,-72.636025764564152,-4.6137248056492091,-41.887902047863896,0.78854209371175877E-3,-0.77457639568579827E-3,-0.12820618574613802E-2,0.46583109706396975,-0.45758086351958860,-0.75737780687636069
2,-69.537390954967293,-21.490229282832779,-41.887902047863896,0.34384129769777594E-3,0.11719562686779326E-2,-0.11720671904674484E-2,0.20312418347701139,0.69233295052070709,-0.69239847754749551
2,-69.948705404634524,-20.111123978245068,41.887902047863896,-0.53844853703329909E-3,-0.89780968003499528E-3,-0.13302108043721529E-2,-0.31808837437966558,-0.53038090362013213,-0.78582178842253658
2,-71.035317751027733,15.851256337060956,41.887902047863896,-0.50468834653897318E-3,-0.15960211663070187E-2,-0.25190462924287949E-3,-0.29814454804436652,-0.94284921092606000,-0.14881261346917649
2,-71.710615647753713,12.444528873076356,41.887902047863896,-0.87674781530829666E-3,-0.56608963032846031E-3,-0.13327811641274674E-2,-0.51793861090032545,-0.33441734516817895,-0.78734022797600556
2,-63.196083802238590,36.104482928206124,-41.887902047863896,0.71560089097716221E-3,-0.44922130465012156E-3,-0.14668215354798231E-2,0.42274109494235457,-0.26537740323367776,-0.86652455273921081
2,-34.938395481627239,63.848157503737731,-41.887902047863896,0.47715134920488109E-3,0.10653521923325163E-2,0.12258878941039076E-2,0.28187707192574007,0.62935661199485426,0.72419304833789278
2,-69.513329045644866,-21.567934079197205,-41.887902047863896,-0.94897678599838186E-3,0.70071420351554368E-3,0.12140397428807715E-2,-0.56060786207242930,0.41394678705797538,0.71719375517844497
2,-33.139503814244776,-64.800092456711411,-41.887902047863896,0.63206373108178830E-3,-0.10676355052413999E-2,0.11515640236066603E-2,0.37339153307369566,-0.63070547867650328,0.68028623548938438
2,-33.099995808873651,-64.820282110657601,-41.887902047863896,0.33981681107740066E-3,0.77415780863239285E-3,-0.14665108437747496E-2,0.20074671874502212,0.45733358329465251,-0.86634101167148947
2,-33.738276703440647,-64.490366571564508,41.887902047863896,0.12256429286700008E-2,0.11357614286257977E-3,0.11620454826898703E-2,0.72404833505279409,0.67095085540619548E-1,0.68647815551812996
2,-34.810544890590862,-63.917952563210669,41.887902047863896,-0.91431437972976028E-3,0.10950853819754471E-2,0.91118991097867397E-3,-0.54013105193413469,0.64692148831665086,0.53828527259316183
2,-35.907230367888140,63.308368347005299,41.887902047863896,0.15298320319642234E-2,0.62427806160568944E-3,0.36788678753158443E-3,0.90374799196705113,0.36879215026033590,0.21732905218097429
2,-36.609436557973325,62.904911178384296,41.887902047863896,0.11662944397152404E-3,0.98249235161784808E-3,-0.13735196338158313E-2,0.68898822610065150E-1,0.58040717630782435,-0.81140647146379419
2,-51.464933184901206,51.464933184901206,41.887902047863896,-0.12857134711554287E-2,-0.10681457805723177E-2,-0.26731123096732101E-3,-0.75953499699559135,-0.63100692373454348,-0.15791406060884899
2,-37.003854587546265,62.673706138351370,-41.887902047863896,0.56688894881043168E-3,-0.64135090583942046E-3,-0.14603957573075218E-2,0.33488954241462848,-0.37887792985640695,-0.86272852546385903
2,11.763397962694210,71.825491044781401,-41.887902047863896,0.16540429320634935E-2,-0.33995468218376987E-3,-0.11841716775190868E-3,0.97712555839243542,-0.20082816607579310,-0.69954920105056120E-1
2,12.874129440164845,-71.634736592037328,-41.887902047863896,0.16643675519713514E-2,0.30835228142626713E-3,-0.15790983197943945E-4,0.98322482570714131,0.18215905363129758,-0.93285204245618942E-2
2,47.333876838330056,-55.288179558622588,-41.887902047863896,-0.98835922726840642E-3,-0.12606644657875534E-2,0.54710234439292276E-3,-0.58387303202108509,-0.74473730167414931,0.32320060948830559
2,51.464933184901206,-51.464933184901206,-41.887902047863896,-0.13375105595525986E-2,-0.79139903117809323E-3,-0.67097161579452878E-3,-0.79013411745496531,-0.46751883234760094,-0.39637635882327643
2,51.464933184901206,-51.464933184901206,41.887902047863896,-0.13188326542247387E-2,-0.61488043951346972E-3,0.86490017222827823E-3,-0.77910014831226737,-0.36324050673499797,0.51093961792633114
2,12.687653041125964,-71.667999523920699,41.887902047863896,0.53156410024344429E-3,0.88007417591466153E-3,0.13447523507645405E-2,0.31402139461021539,0.51990365781773162,0.79441220428364412
2,11.560482564911293,-71.858429834773546,41.887902047863896,0.10703361970389195E-2,0.78470017644368577E-3,0.10507501563472459E-2,0.63230091185997284,0.46356148514332873,0.62073046191785852
2,63.154348095321637,36.177437887551335,41.887902047863896,-0.89813909316305285E-3,0.14298937487230087E-2,0.11916320472932092E-3,-0.53057550436504353,0.84470946949349734,0.70395641312471169E-1
2,9.9935907538506257,72.093042932707746,41.887902047863896,0.16063604328600592E-2,0.83702455806068974E-4,-0.52730436305792826E-3,0.94895713074371812,0.49447210397549533E-1,-0.31150495565006719
2,10.051346497887895,72.085013206852423,-41.887902047863896,-0.10049947167161538E-2,0.78641994169791247E-3,0.11121956335729433E-2,-0.59370044435764568,0.46457743615147079,0.65702936630599718
2,10.711105136177478,71.989936256496605,-41.887902047863896,0.13492188283660456E-2,0.35669401573435562E-3,0.95803327968714384E-3,0.79705077510657518,0.21071692429703706,0.56595798405606434
2,71.498946916257836,13.608059572137213,-41.887902047863896,-0.84924333961673075E-3,-0.43385747387962078E-4,-0.14636779904427276E-2,-0.50169034693604952,-0.25630122302719192E-1,-0.86466750408578097
2,64.345005874740266,-34.014686746056199,-41.887902047863896,0.10831534500968425E-2,0.69417811101063888E-3,0.11001568917219299E-2,0.63987270175036925,0.41008559161089464,0.64991748176812825
2,39.744405157867860,-60.972624628598183,-41.887902047863896,0.37144101315831360E-3,-0.76382013341403992E-3,0.14642609774905343E-2,0.21942871031731889,-0.45122660355766886,0.86501190357722157
2,51.455705037898298,-51.474159677507103,41.887902047863896,-0.47231306990155772E-3,0.71559147157521086E-3,0.14595543986009023E-2,-0.27901885931573212,0.42273553043238149,0.86223149296241830
2,54.788816206678590,-47.911004102643105,41.887902047863896,-0.11028016944295994E-2,-0.12839760190651623E-2,-0.26150294358443109E-4,-0.65147989848203136,-0.75850859749230648,-0.15448281590395508E-1
2,53.767233281952066,49.054697233362234,41.887902047863896,0.83158071313933963E-3,-0.13721662867042705E-2,0.53952111342664985E-3,0.49125615358783520,-0.81060698190614844,0.31872199868708545
2,35.572025559187267,63.497320361328782,41.887902047863896,-0.14903776591526738E-2,0.36253539391513070E-3,0.71609521288977203E-3,-0.88044032847344789,0.21416771738470530,0.42303311552145884
2,48.799613828768486,53.998855410237709,-41.887902047863896,-0.11926990311912321E-2,0.11921464279617492E-2,0.14732870718155605E-3,-0.70458673366654345,0.70426028341019831,0.87034406714231183E-1
2,51.464933184901206,-51.464933184901206,-41.887902047863896,-0.10807838677916728E-2,-0.12796983930151550E-2,0.24439330330832131E-3,-0.63847287143870546,-0.75598159068874504,0.14437529905260546
2,72.702537623514857,3.4087708274535968,41.887902047863896,0.79397995993132323E-3,0.47696070393694911E-3,-0.14168818379786210E-2,0.46904351553464785,0.28176444826871655,-0.83702268561056592
2,51.464933184901206,51.464933184901206,-41.887902047863896,-0.13316480290087680E-2,0.90180552931302656E-3,-0.52811944369031394E-3,-0.78667082861270610,0.53274145084739022,-0.31198646438397964
2,-72.756874782546959,1.9276585095584211,41.887902047863896,0.68110940087370278E-3,-0.94705677860505732E-3,0.12266308633023743E-2,0.40236525349724500,-0.55947361805738471,0.72463195725545904
2,-72.636025764564152,4.6137248056492091,41.887902047863896,-0.33625437819516255E-3,-0.16086093730677668E-2,-0.40590480495968859E-3,-0.19864221217399261,-0.95028569175845912,-0.23978818899555823
2,-69.537390954967293,21.490229282832779,41.887902047863896,0.41121372976093582E-3,-0.10801291886969159E-2,0.12367999178716390E-2,0.24292443534704231,-0.63808611988369346,0.73063932437495682
2,-69.948705404634524,20.111123978245068,-41.887902047863896,0.92009955508543361E-4,0.15785647911338537E-2,0.60424928708778763E-3,0.54354864321319432E-1,0.93253686049794438,0.35696015539167447
2,-71.035317751027733,-15.851256337060956,-41.887902047863896,-0.69551835710627348E-3,0.13998235579749539E-2,0.64976769243536750E-3,-0.41087734174578772,0.82694550983073078,0.38385014499242798
2,-71.710615647753713,-12.444528873076356,-41.887902047863896,0.79486126385309162E-3,0.32777301016264336E-3,-0.14581530295894997E-2,0.46956414566460286,0.19363184556617538,-0.86140363447625901
2,-63.196083802238590,-36.104482928206124,41.887902047863896,-0.10566756665644913E-2,0.11967925646083923E-2,-0.56264902528557357E-3,-0.62423095599062284,0.70700498778105469,-0.33238480837087564
2,-34.938395481627239,-63.848157503737731,41.887902047863896,0.93864598798200751E-3,-0.10950219614842334E-2,-0.88618307689706751E-3,0.55450494504125170,-0.64688402267311196,-0.52351248995133937
2,-69.513329045644866,21.567934079197205,41.887902047863896,-0.18320859430169794E-3,-0.16004535226212171E-2,0.52003169669702300E-3,-0.10823044344200120,-0.94546762460478007,0.30720862933280768
2,-33.139503814244776,64.800092456711411,41.887902047863896,0.28950435889141469E-3,0.10073168184729676E-2,-0.13292666722936448E-2,0.17102464685478830,0.59507222554408690,-0.78526404257052429
2,-33.099995808873651,64.820282110657601,41.887902047863896,-0.15230587942208604E-2,-0.73590089256042222E-3,-0.64742708790440495E-4,-0.89974670301389703,-0.43473331715007224,-0.38246743329555598E-1
2,-33.738276703440647,64.490366571564508,-41.887902047863896,-0.21842361546825186E-3,-0.99322467003230288E-3,-0.13532352758154256E-2,-0.12903371072977529,-0.58674729144043869,-0.79942349069977514
2,-34.810544890590862,63.917952563210669,-41.887902047863896,0.64471662517137185E-3,0.10883058164462137E-2,0.11248914417770403E-2,0.38086622793372610,0.64291646122515567,0.66452941267129628
2,-35.907230367888140,-63.308368347005299,-41.887902047863896,-0.40216218152206009E-3,0.10598769008132104E-2,-0.12571302110530366E-2,-0.23757723488701943,0.62612208453522622,-0.74264944133871191
2,-36.609436557973325,-62.904911178384296,-41.887902047863896,-0.11836779155375296E-2,-0.11337820707200680E-3,0.12047828879495743E-2,-0.69925751125062352,-0.66978155008684578E-1,0.71172526982763273
2,-51.464933184901206,-51.464933184901206,-41.887902047863896,-0.12463879172332128E-2,0.36187376196850069E-3,0.10867448517660754E-2,-0.73630343323720759,0.21377685843372599,0.64199432162699654
2,-37.003854587546265,-62.673706138351370,41.887902047863896,-0.89709992011205214E-3,-0.39307889841139833E-3,-0.13806341099744286E-2,-0.52996161307598333,-0.23221128705731628,-0.81560934694808795
2,11.763397962694210,-71.825491044781401,41.887902047863896,0.32745295617654663E-3,0.87636367254403361E-3,0.14107484210881206E-2,0.19344277373265872,0.51771167863287537,0.83339937070875314
2,12.874129440164845,71.634736592037328,41.887902047863896,0.16677944232778269E-2,-0.15761948168636293E-3,-0.24303846062414462E-3,0.98524924930218161,-0.93113679863299645E-1,-0.14357492598571145
2,47.333876838330056,55.288179558622588,41.887902047863896,0.13876039725177420E-2,-0.88053700814727076E-3,-0.40578273176945963E-3,0.81972679196570752,-0.52017707587415785,-0.23971607428084621
2,51.464933184901206,51.464933184901206,41.887902047863896,0.13320655919993459E-2,-0.89847170790087732E-3,-0.53272852502880255E-3,0.78691750387271486,-0.53077199646033690,-0.31470927833834800
2,51.464933184901206,51.464933184901206,-41.887902047863896,-0.90752831895165741E-3,-0.23909780543589397E-3,-0.14087847324565840E-2,-0.53612218777556264,-0.14124698465685623,-0.83223932201025574
2,12.687653041125964,71.667999523920699,-41.887902047863896,0.36410467734028734E-3,0.78566315717261404E-3,0.14545140150808917E-2,0.21509477127995649,0.46413036583211548,0.85925388732351382
2,11.560482564911293,71.858429834773546,-41.887902047863896,-0.88038074299038425E-4,0.86188179289632650E-3,0.14542554470290913E-2,-0.52008476226142138E-1,0.50915651089023140,0.85910113829439239
2,63.154348095321637,-36.177437887551335,-41.887902047863896,-0.67931640171442628E-3,-0.15229072201507817E-2,0.29108874564406424E-3,-0.40130603957314237,-0.89965716065983081,0.17196062303798260
2,9.9935907538506257,-72.093042932707746,-41.887902047863896,-0.66333016077466057E-3,0.71263638933702442E-3,-0.13847715721611283E-2,-0.39186217067345352,0.42098981614280062,-0.81805355197513818
2,10.051346497887895,-72.085013206852423,41.887902047863896,0.16037024870810097E-3,0.86331992678029040E-3,0.14472076285107218E-2,0.94738694976281068E-1,0.51000608821810534,0.85493764079882317
2,10.711105136177478,-71.989936256496605,41.887902047863896,0.11290437421490663E-2,0.75557898303473870E-3,0.10098566538754268E-2,0.66698238335360338,0.44635814548438013,0.59657263284171169
2,71.498946916257836,-13.608059572137213,41.887902047863896,0.57366784240897866E-3,-0.94096393614000661E-3,-0.12848898435803683E-2,0.33889417256319398,-0.55587427248995580,-0.75904843915686326
