 energy shell parameters
             Nshells                80
              kstart      63.770000000
                kend    1660.000000000
                  Np                40
 isotropic coordinates
    i    j                 x                 y                 z
   11   64   0.185617929E+03   0.185617929E+03  -0.418879020E+02
   11   65  -0.418844637E+02   0.230471153E+03   0.125663706E+03
   11   66  -0.464323848E+02   0.156976919E+03   0.209439510E+03
   11   67  -0.851250326E+02  -0.158394587E+02   0.251327412E+03
   11   68  -0.222385802E+03  -0.119116739E+03   0.837758041E+02
   11   69  -0.211679604E+03  -0.155241028E+03  -0.418879020E+02
   11   70  -0.188049476E+03  -0.850087118E+02  -0.167551608E+03
   11   71  -0.131407050E+03   0.976212406E+02  -0.209439510E+03
   11   72  -0.136418468E+03   0.190423902E+03  -0.125663706E+03
   11   73  -0.118410906E+03   0.234279510E+03  -0.418879020E+02
   11   74  -0.163283831E+03   0.167957290E+03   0.125663706E+03
   11   75  -0.203374155E+03   0.350433938E+02   0.167551608E+03
   11   76  -0.252043354E+03  -0.108807257E+02  -0.837758041E+02
   11   77  -0.231232387E+03   0.124256246E+03  -0.418879020E+02
   11   78  -0.257511381E+03   0.509501705E+02   0.418879020E+02
   12    1  -0.114707008E+03  -0.201449372E+03  -0.167551608E+03
   12    2  -0.697633277E+02  -0.274210814E+03  -0.418879020E+02
   12    3  -0.179224024E+03  -0.206575537E+03  -0.837758041E+02
   12    4  -0.173474764E+03  -0.886266685E+02  -0.209439510E+03
   12    5  -0.143231353E+02  -0.135803049E+03  -0.251327412E+03
   12    6   0.105189670E+03  -0.163961317E+03  -0.209439510E+03
   12    7   0.110172336E+03  -0.250313323E+03  -0.837758041E+02
   12    8   0.584094199E+02  -0.267176052E+03   0.837758041E+02
   12    9  -0.122413218E+03  -0.244560232E+03   0.837758041E+02
   12   10  -0.232760831E+03  -0.160875379E+03   0.418879020E+02
   12   11  -0.278999718E+03  -0.470919279E+02  -0.418879020E+02
   12   12  -0.219360398E+03   0.749704147E+02  -0.167551608E+03
   12   13  -0.932009097E+02   0.998058654E+02  -0.251327412E+03
   12   14   0.112646870E+03   0.771900454E+02  -0.251327412E+03
   12   15   0.196202313E+03  -0.123467402E+03  -0.167551608E+03
   12   16   0.238552621E+03  -0.133743599E+03  -0.837758041E+02
   12   17   0.182801880E+03  -0.215967509E+03   0.418879020E+02
   12   18   0.960983710E+02  -0.169449943E+03   0.209439510E+03
   12   19  -0.115995205E+03  -0.156503331E+03   0.209439510E+03
   12   20  -0.197408423E+03  -0.121529674E+03   0.167551608E+03
   12   21  -0.272531413E+03   0.228326982E+02   0.837758041E+02
   12   22  -0.250070323E+03   0.132375699E+03  -0.418879020E+02
   12   23  -0.154574735E+03   0.225613285E+03  -0.837758041E+02
   12   24  -0.529523496E+01   0.231757433E+03  -0.167551608E+03
   12   25   0.179015181E+03   0.184323863E+03  -0.125663706E+03
   12   26   0.255711776E+03   0.969855189E+02  -0.837758041E+02
   12   27   0.200073102E+03  -0.200073102E+03   0.418879020E+02
   12   28   0.227550895E+03  -0.119341156E+03   0.125663706E+03
   12   29   0.528418955E+02  -0.125918046E+03   0.251327412E+03
   12   30  -0.104270271E+03   0.881778369E+02   0.251327412E+03
   12   31  -0.185956021E+03   0.138419310E+03   0.167551608E+03
   12   32  -0.138248801E+03   0.246871953E+03   0.418879020E+02
   12   33   0.200073102E+03   0.200073102E+03  -0.418879020E+02
   12   34   0.161901163E+03   0.232048498E+03  -0.418879020E+02
   12   35   0.241053522E+03   0.129181666E+03   0.837758041E+02
   12   36   0.231045179E+03   0.189122243E+02   0.167551608E+03
   12   37  -0.724326994E+02   0.180836070E+03   0.209439510E+03
   12   38   0.676896627E+02   0.247870593E+03   0.125663706E+03
   12   39   0.122875953E+03   0.151161107E+03   0.209439510E+03
   12   40  -0.114707008E+03   0.201449372E+03   0.167551608E+03
   12   41  -0.697633277E+02   0.274210814E+03   0.418879020E+02
   12   42  -0.179224024E+03   0.206575537E+03   0.837758041E+02
   12   43  -0.173474764E+03   0.886266685E+02   0.209439510E+03
   12   44  -0.143231353E+02   0.135803049E+03   0.251327412E+03
   12   45   0.105189670E+03   0.163961317E+03   0.209439510E+03
   12   46   0.110172336E+03   0.250313323E+03   0.837758041E+02
   12   47   0.584094199E+02   0.267176052E+03  -0.837758041E+02
   12   48  -0.122413218E+03   0.244560232E+03  -0.837758041E+02
   12   49  -0.232760831E+03   0.160875379E+03  -0.418879020E+02
   12   50  -0.278999718E+03   0.470919279E+02   0.418879020E+02
   12   51  -0.219360398E+03  -0.749704147E+02   0.167551608E+03
   12   52  -0.932009097E+02  -0.998058654E+02   0.251327412E+03
   12   53   0.112646870E+03  -0.771900454E+02   0.251327412E+03
   12   54   0.196202313E+03   0.123467402E+03   0.167551608E+03
   12   55   0.238552621E+03   0.133743599E+03   0.837758041E+02
   12   56   0.182801880E+03   0.215967509E+03  -0.418879020E+02
   12   57   0.960983710E+02   0.169449943E+03  -0.209439510E+03
   12   58  -0.115995205E+03   0.156503331E+03  -0.209439510E+03
   12   59  -0.197408423E+03   0.121529674E+03  -0.167551608E+03
   12   60  -0.272531413E+03  -0.228326982E+02  -0.837758041E+02
   12   61  -0.250070323E+03  -0.132375699E+03   0.418879020E+02
   12   62  -0.154574735E+03  -0.225613285E+03   0.837758041E+02
   12   63  -0.529523496E+01  -0.231757433E+03   0.167551608E+03
   12   64   0.179015181E+03  -0.184323863E+03   0.125663706E+03
   12   65   0.255711776E+03  -0.969855189E+02   0.837758041E+02
   12   66   0.200073102E+03   0.200073102E+03  -0.418879020E+02
   12   67   0.227550895E+03   0.119341156E+03  -0.125663706E+03
   12   68   0.528418955E+02   0.125918046E+03  -0.251327412E+03
   12   69  -0.104270271E+03  -0.881778369E+02  -0.251327412E+03
   12   70  -0.185956021E+03  -0.138419310E+03  -0.167551608E+03
   12   71  -0.138248801E+03  -0.246871953E+03  -0.418879020E+02
   12   72   0.200073102E+03  -0.200073102E+03   0.418879020E+02
   12   73   0.161901163E+03  -0.232048498E+03   0.418879020E+02
   12   74   0.241053522E+03  -0.129181666E+03  -0.837758041E+02
   12   75   0.231045179E+03  -0.189122243E+02  -0.167551608E+03
   12   76  -0.724326994E+02  -0.180836070E+03  -0.209439510E+03
   12   77   0.676896627E+02  -0.247870593E+03  -0.125663706E+03
   12   78   0.122875953E+03  -0.151161107E+03  -0.209439510E+03
   13    1   0.278617984E+03  -0.955704070E+02   0.837758041E+02
   13    2   0.246065529E+03  -0.177418230E+03  -0.418879020E+02
   13    3   0.302580843E+03  -0.216865431E+02  -0.418879020E+02
   13    4   0.289097928E+03   0.919122463E+02   0.418879020E+02
   13    5   0.224270634E+03   0.124133840E+03   0.167551608E+03
   13    6   0.168470301E+03  -0.146740990E+03   0.209439510E+03
   13    7   0.177497262E+03  -0.246008525E+03   0.418879020E+02
   13    8   0.109229283E+03  -0.273551910E+03  -0.837758041E+02
   13    9   0.159876492E+03  -0.156059821E+03  -0.209439510E+03
   13   10   0.212445789E+03   0.691516255E+02  -0.209439510E+03
   13   11   0.233326311E+03   0.153452060E+03  -0.125663706E+03
   13   12   0.209087921E+03   0.219790159E+03   0.418879020E+02
   13   13   0.148988860E+03   0.208587744E+03   0.167551608E+03
   13   14   0.759849280E+02   0.157609935E+03   0.251327412E+03
   13   15   0.179611445E+02  -0.864999756E+02   0.293215314E+03
   13   16  -0.291937709E+01  -0.256316220E+03   0.167551608E+03
   13   17   0.213190128E+02  -0.302606960E+03   0.418879020E+02
   13   18  -0.832044246E+02  -0.266581556E+03  -0.125663706E+03
   13   19  -0.108946369E+02  -0.174630776E+03  -0.251327412E+03
   13   20   0.872128876E+02   0.140982522E+02  -0.293215314E+03
   13   21   0.145302691E+03   0.169712370E+03  -0.209439510E+03
   13   22   0.805495250E+02   0.283325710E+03  -0.837758041E+02
   13   23   0.365619573E+02   0.301145639E+03   0.418879020E+02
   13   24  -0.111286362E+03   0.230915295E+03   0.167551608E+03
   13   25  -0.147411709E+03   0.942570366E+02   0.251327412E+03
   13   26  -0.152917623E+03  -0.850341198E+02   0.251327412E+03
   13   27  -0.167615949E+03  -0.223368744E+03   0.125663706E+03
   13   28  -0.135291921E+03  -0.271517161E+03  -0.418879020E+02
   13   29  -0.194615422E+03  -0.166827352E+03  -0.167551608E+03
   13   30  -0.122001710E+03   0.125420028E+03  -0.251327412E+03
   13   31  -0.109653048E+03   0.194657057E+03  -0.209439510E+03
   13   32  -0.103604862E+03   0.285116652E+03  -0.418879020E+02
   13   33  -0.173023393E+03   0.238379087E+03   0.837758041E+02
   13   34  -0.241212061E+03   0.140731815E+03   0.125663706E+03
   13   35  -0.286239966E+03  -0.694864428E+02   0.837758041E+02
   13   36  -0.259608909E+03  -0.156935296E+03  -0.418879020E+02
   13   37  -0.232305863E+03   0.154992542E+03  -0.125663706E+03
   13   38  -0.267933760E+03   0.142256715E+03  -0.418879020E+02
   13   39  -0.295165951E+03   0.700180972E+02  -0.418879020E+02
   13   40   0.278617984E+03   0.955704070E+02  -0.837758041E+02
   13   41   0.246065529E+03   0.177418230E+03   0.418879020E+02
   13   42   0.302580843E+03   0.216865431E+02   0.418879020E+02
   13   43   0.289097928E+03  -0.919122463E+02  -0.418879020E+02
   13   44   0.224270634E+03  -0.124133840E+03  -0.167551608E+03
   13   45   0.168470301E+03   0.146740990E+03  -0.209439510E+03
   13   46   0.177497262E+03   0.246008525E+03  -0.418879020E+02
   13   47   0.109229283E+03   0.273551910E+03   0.837758041E+02
   13   48   0.159876492E+03   0.156059821E+03   0.209439510E+03
   13   49   0.212445789E+03  -0.691516255E+02   0.209439510E+03
   13   50   0.233326311E+03  -0.153452060E+03   0.125663706E+03
   13   51   0.209087921E+03  -0.219790159E+03  -0.418879020E+02
   13   52   0.148988860E+03  -0.208587744E+03  -0.167551608E+03
   13   53   0.759849280E+02  -0.157609935E+03  -0.251327412E+03
   13   54   0.179611445E+02   0.864999756E+02  -0.293215314E+03
   13   55  -0.291937709E+01   0.256316220E+03  -0.167551608E+03
   13   56   0.213190128E+02   0.302606960E+03  -0.418879020E+02
   13   57  -0.832044246E+02   0.266581556E+03   0.125663706E+03
   13   58  -0.108946369E+02   0.174630776E+03   0.251327412E+03
   13   59   0.872128876E+02  -0.140982522E+02   0.293215314E+03
   13   60   0.145302691E+03  -0.169712370E+03   0.209439510E+03
   13   61   0.805495250E+02  -0.283325710E+03   0.837758041E+02
   13   62   0.365619573E+02  -0.301145639E+03  -0.418879020E+02
   13   63  -0.111286362E+03  -0.230915295E+03  -0.167551608E+03
   13   64  -0.147411709E+03  -0.942570366E+02  -0.251327412E+03
   13   65  -0.152917623E+03   0.850341198E+02  -0.251327412E+03
   13   66  -0.167615949E+03   0.223368744E+03  -0.125663706E+03
   13   67  -0.135291921E+03   0.271517161E+03   0.418879020E+02
   13   68  -0.194615422E+03   0.166827352E+03   0.167551608E+03
   13   69  -0.122001710E+03  -0.125420028E+03   0.251327412E+03
   13   70  -0.109653048E+03  -0.194657057E+03   0.209439510E+03
   13   71  -0.103604862E+03  -0.285116652E+03   0.418879020E+02
   13   72  -0.173023393E+03  -0.238379087E+03  -0.837758041E+02
   13   73  -0.241212061E+03  -0.140731815E+03  -0.125663706E+03
   13   74  -0.286239966E+03   0.694864428E+02  -0.837758041E+02
   13   75  -0.259608909E+03   0.156935296E+03   0.418879020E+02
   13   76  -0.232305863E+03  -0.154992542E+03   0.125663706E+03
   13   77  -0.267933760E+03  -0.142256715E+03   0.418879020E+02
   13   78  -0.295165951E+03  -0.700180972E+02   0.418879020E+02
   14    1   0.235317099E+03   0.855834328E+02   0.209439510E+03
   14    2   0.186526068E+02   0.142268862E+03   0.293215314E+03
   14    3   0.884103912E+02  -0.113013060E+03   0.293215314E+03
   14    4   0.231177870E+03  -0.962052676E+02   0.209439510E+03
   14    5   0.313425744E+03   0.361868345E+02   0.837758041E+02
   14    6   0.234429780E+03   0.211158383E+03   0.837758041E+02
   14    7   0.916623009E+02   0.264741479E+03   0.167551608E+03
   14    8  -0.138445434E+03   0.208642093E+03   0.209439510E+03
   14    9  -0.155904947E+03   0.138172894E+03   0.251327412E+03
   14   10  -0.160900449E+03  -0.132322133E+03   0.251327412E+03
   14   11   0.514599232E+02  -0.245052111E+03   0.209439510E+03
   14   12   0.197077974E+03  -0.246384772E+03   0.837758041E+02
   14   13   0.294963870E+03  -0.133436459E+03  -0.418879020E+02
   14   14   0.321859407E+03   0.348639513E+02  -0.418879020E+02
   14   15   0.242787574E+03   0.214156875E+03  -0.418879020E+02
   14   16   0.107960095E+03   0.305210732E+03  -0.418879020E+02
   14   17  -0.376579560E+02   0.313252394E+03   0.837758041E+02
   14   18  -0.265129441E+03   0.185783080E+03   0.418879020E+02
   14   19  -0.287833598E+03   0.890169766E+02   0.125663706E+03
   14   20  -0.234893176E+03  -0.152693234E+03   0.167551608E+03
   14   21  -0.116045747E+03  -0.293391494E+03   0.837758041E+02
   14   22   0.309754702E+02  -0.322256875E+03   0.418879020E+02
   14   23   0.163238088E+03  -0.269997242E+03  -0.837758041E+02
   14   24   0.228701498E+03  -0.161819816E+03  -0.167551608E+03
   14   25   0.247140336E+03   0.402531436E+02  -0.209439510E+03
   14   26   0.153138113E+03   0.198109514E+03  -0.209439510E+03
   14   27  -0.114368550E+02   0.301067103E+03  -0.125663706E+03
   14   28  -0.155022078E+03   0.284213174E+03  -0.418879020E+02
   14   29  -0.319448794E+03   0.525494133E+02  -0.418879020E+02
   14   30  -0.299801135E+03  -0.122181227E+03  -0.418879020E+02
   14   31  -0.181744688E+03  -0.267913870E+03  -0.418879020E+02
   14   32  -0.281421263E+02  -0.299967037E+03  -0.125663706E+03
   14   33   0.127639389E+03  -0.164639873E+03  -0.251327412E+03
   14   34   0.484912236E+02   0.135044253E+03  -0.293215314E+03
   14   35  -0.714669945E+02   0.195679764E+03  -0.251327412E+03
   14   36  -0.248359965E+03   0.170556531E+03  -0.125663706E+03
   14   37  -0.237922089E+03  -0.147929401E+03  -0.167551608E+03
   14   38  -0.182323671E+03  -0.100777876E+03  -0.251327412E+03
   14   39  -0.220459298E+03   0.118728088E+03  -0.209439510E+03
   14   40   0.235317099E+03  -0.855834328E+02  -0.209439510E+03
   14   41   0.186526068E+02  -0.142268862E+03  -0.293215314E+03
   14   42   0.884103912E+02   0.113013060E+03  -0.293215314E+03
   14   43   0.231177870E+03   0.962052676E+02  -0.209439510E+03
   14   44   0.313425744E+03  -0.361868345E+02  -0.837758041E+02
   14   45   0.234429780E+03  -0.211158383E+03  -0.837758041E+02
   14   46   0.916623009E+02  -0.264741479E+03  -0.167551608E+03
   14   47  -0.138445434E+03  -0.208642093E+03  -0.209439510E+03
   14   48  -0.155904947E+03  -0.138172894E+03  -0.251327412E+03
   14   49  -0.160900449E+03   0.132322133E+03  -0.251327412E+03
   14   50   0.514599232E+02   0.245052111E+03  -0.209439510E+03
   14   51   0.197077974E+03   0.246384772E+03  -0.837758041E+02
   14   52   0.294963870E+03   0.133436459E+03   0.418879020E+02
   14   53   0.321859407E+03  -0.348639513E+02   0.418879020E+02
   14   54   0.242787574E+03  -0.214156875E+03   0.418879020E+02
   14   55   0.107960095E+03  -0.305210732E+03   0.418879020E+02
   14   56  -0.376579560E+02  -0.313252394E+03  -0.837758041E+02
   14   57  -0.265129441E+03  -0.185783080E+03  -0.418879020E+02
   14   58  -0.287833598E+03  -0.890169766E+02  -0.125663706E+03
   14   59  -0.234893176E+03   0.152693234E+03  -0.167551608E+03
   14   60  -0.116045747E+03   0.293391494E+03  -0.837758041E+02
   14   61   0.309754702E+02   0.322256875E+03  -0.418879020E+02
   14   62   0.163238088E+03   0.269997242E+03   0.837758041E+02
   14   63   0.228701498E+03   0.161819816E+03   0.167551608E+03
   14   64   0.247140336E+03  -0.402531436E+02   0.209439510E+03
   14   65   0.153138113E+03  -0.198109514E+03   0.209439510E+03
   14   66  -0.114368550E+02  -0.301067103E+03   0.125663706E+03
   14   67  -0.155022078E+03  -0.284213174E+03   0.418879020E+02
   14   68  -0.319448794E+03  -0.525494133E+02   0.418879020E+02
   14   69  -0.299801135E+03   0.122181227E+03   0.418879020E+02
   14   70  -0.181744688E+03   0.267913870E+03   0.418879020E+02
   14   71  -0.281421263E+02   0.299967037E+03   0.125663706E+03
   14   72   0.127639389E+03   0.164639873E+03   0.251327412E+03
   14   73   0.484912236E+02  -0.135044253E+03   0.293215314E+03
   14   74  -0.714669945E+02  -0.195679764E+03   0.251327412E+03
   14   75  -0.248359965E+03  -0.170556531E+03   0.125663706E+03
   14   76  -0.237922089E+03   0.147929401E+03   0.167551608E+03
   14   77  -0.182323671E+03   0.100777876E+03   0.251327412E+03
   14   78  -0.220459298E+03  -0.118728088E+03   0.209439510E+03
   15    1  -0.341033399E+03  -0.458826150E+02   0.418879020E+02
   15    2  -0.297156160E+03   0.157617958E+03   0.837758041E+02
   15    3  -0.328619181E+03   0.102070697E+03  -0.418879020E+02
   15    4  -0.311896575E+03  -0.842184619E+02  -0.125663706E+03
   15    5  -0.269464941E+03  -0.214003829E+03  -0.418879020E+02
   15    6  -0.245115583E+03  -0.210453258E+03   0.125663706E+03
   15    7  -0.276195137E+03  -0.386360406E+01   0.209439510E+03
   15    8  -0.180961395E+03   0.208690332E+03   0.209439510E+03
   15    9  -0.174546986E+03   0.296550743E+03   0.418879020E+02
   15   10  -0.202803570E+03   0.268357814E+03  -0.837758041E+02
   15   11  -0.207299537E+03   0.118427293E+03  -0.251327412E+03
   15   12  -0.186317579E+03  -0.149277866E+03  -0.251327412E+03
   15   13  -0.147872092E+03  -0.264997911E+03  -0.167551608E+03
   15   14  -0.100423680E+03  -0.329126234E+03  -0.418879020E+02
   15   15  -0.783913604E+02  -0.293163509E+03   0.167551608E+03
   15   16  -0.104921646E+03  -0.152249195E+03   0.293215314E+03
   15   17  -0.948773511E+02   0.158703048E+03   0.293215314E+03
   15   18   0.135583339E+03   0.240657099E+03   0.209439510E+03
   15   19   0.187962383E+02   0.343592338E+03   0.418879020E+02
   15   20  -0.133622618E+02   0.336105124E+03  -0.837758041E+02
   15   21  -0.259858007E+02   0.237324377E+03  -0.251327412E+03
   15   22  -0.793613880E+02   0.396382920E+02  -0.335103216E+03
   15   23   0.159288552E+02  -0.184213574E+03  -0.293215314E+03
   15   24   0.571594431E+02  -0.298031620E+03  -0.167551608E+03
   15   25   0.858674135E+02  -0.333220319E+03  -0.418879020E+02
   15   26   0.136639919E+03  -0.270960478E+03   0.167551608E+03
   15   27   0.140157567E+03  -0.120599443E+03   0.293215314E+03
   15   28   0.979171569E+02   0.156845783E+03   0.293215314E+03
   15   29   0.218799351E+03   0.255483950E+03   0.837758041E+02
   15   30   0.179637893E+03   0.293494839E+03  -0.418879020E+02
   15   31   0.212816475E+03   0.176090401E+03  -0.209439510E+03
   15   32   0.183972245E+03  -0.185089786E+02  -0.293215314E+03
   15   33   0.224476681E+03  -0.204206435E+03  -0.167551608E+03
   15   34   0.263638138E+03  -0.221142319E+03   0.418879020E+02
   15   35   0.280418892E+03  -0.115996955E+03   0.167551608E+03
   15   36   0.259623659E+03   0.943092610E+02   0.209439510E+03
   15   37   0.304101338E+03   0.143762236E+03  -0.837758041E+02
   15   38   0.333016890E+03  -0.473809566E+02  -0.837758041E+02
   15   39   0.338901485E+03   0.596219521E+02   0.418879020E+02
   15   40  -0.341033399E+03   0.458826150E+02  -0.418879020E+02
   15   41  -0.297156160E+03  -0.157617958E+03  -0.837758041E+02
   15   42  -0.328619181E+03  -0.102070697E+03   0.418879020E+02
   15   43  -0.311896575E+03   0.842184619E+02   0.125663706E+03
   15   44  -0.269464941E+03   0.214003829E+03   0.418879020E+02
   15   45  -0.245115583E+03   0.210453258E+03  -0.125663706E+03
   15   46  -0.276195137E+03   0.386360406E+01  -0.209439510E+03
   15   47  -0.180961395E+03  -0.208690332E+03  -0.209439510E+03
   15   48  -0.174546986E+03  -0.296550743E+03  -0.418879020E+02
   15   49  -0.202803570E+03  -0.268357814E+03   0.837758041E+02
   15   50  -0.207299537E+03  -0.118427293E+03   0.251327412E+03
   15   51  -0.186317579E+03   0.149277866E+03   0.251327412E+03
   15   52  -0.147872092E+03   0.264997911E+03   0.167551608E+03
   15   53  -0.100423680E+03   0.329126234E+03   0.418879020E+02
   15   54  -0.783913604E+02   0.293163509E+03  -0.167551608E+03
   15   55  -0.104921646E+03   0.152249195E+03  -0.293215314E+03
   15   56  -0.948773511E+02  -0.158703048E+03  -0.293215314E+03
   15   57   0.135583339E+03  -0.240657099E+03  -0.209439510E+03
   15   58   0.187962383E+02  -0.343592338E+03  -0.418879020E+02
   15   59  -0.133622618E+02  -0.336105124E+03   0.837758041E+02
   15   60  -0.259858007E+02  -0.237324377E+03   0.251327412E+03
   15   61  -0.793613880E+02  -0.396382920E+02   0.335103216E+03
   15   62   0.159288552E+02   0.184213574E+03   0.293215314E+03
   15   63   0.571594431E+02   0.298031620E+03   0.167551608E+03
   15   64   0.858674135E+02   0.333220319E+03   0.418879020E+02
   15   65   0.136639919E+03   0.270960478E+03  -0.167551608E+03
   15   66   0.140157567E+03   0.120599443E+03  -0.293215314E+03
   15   67   0.979171569E+02  -0.156845783E+03  -0.293215314E+03
   15   68   0.218799351E+03  -0.255483950E+03  -0.837758041E+02
   15   69   0.179637893E+03  -0.293494839E+03   0.418879020E+02
   15   70   0.212816475E+03  -0.176090401E+03   0.209439510E+03
   15   71   0.183972245E+03   0.185089786E+02   0.293215314E+03
   15   72   0.224476681E+03   0.204206435E+03   0.167551608E+03
   15   73   0.263638138E+03   0.221142319E+03  -0.418879020E+02
   15   74   0.280418892E+03   0.115996955E+03  -0.167551608E+03
   15   75   0.259623659E+03  -0.943092610E+02  -0.209439510E+03
   15   76   0.304101338E+03  -0.143762236E+03   0.837758041E+02
   15   77   0.333016890E+03   0.473809566E+02   0.837758041E+02
   15   78   0.338901485E+03  -0.596219521E+02  -0.418879020E+02
   16    1   0.257706746E+03  -0.257706746E+03  -0.418879020E+02
   16    2   0.176461372E+03  -0.296057675E+03  -0.125663706E+03
   16    3   0.209118792E+03  -0.298487628E+03   0.418879020E+02
   16    4   0.912872248E+02  -0.313326078E+03   0.167551608E+03
   16    5  -0.104941452E+03  -0.328292635E+03   0.125663706E+03
   16    6  -0.179820037E+03  -0.317002031E+03  -0.418879020E+02
   16    7  -0.114626649E+03  -0.305560664E+03  -0.167551608E+03
   16    8   0.173094338E+03  -0.136540322E+03  -0.293215314E+03
   16    9   0.262567456E+03  -0.147558640E+03  -0.209439510E+03
   16   10   0.340429694E+03  -0.130127463E+03  -0.418879020E+02
   16   11   0.291354303E+03  -0.147034890E+03   0.167551608E+03
   16   12   0.155608725E+03  -0.156175651E+03   0.293215314E+03
   16   13  -0.713029870E+02  -0.208616378E+03   0.293215314E+03
   16   14  -0.246362127E+03  -0.173265473E+03   0.209439510E+03
   16   15  -0.324224365E+03  -0.166445471E+03   0.418879020E+02
   16   16  -0.283865253E+03  -0.161018963E+03  -0.167551608E+03
   16   17  -0.163405193E+03  -0.147998825E+03  -0.293215314E+03
   16   18   0.132849451E+03   0.680954298E+02  -0.335103216E+03
   16   19   0.256622707E+03   0.745617058E+02  -0.251327412E+03
   16   20   0.349429413E+03   0.738974268E+02  -0.837758041E+02
   16   21   0.350947667E+03   0.663134965E+02   0.837758041E+02
   16   22   0.223335906E+03   0.146750586E+03   0.251327412E+03
   16   23   0.143414846E+03   0.414505263E+02   0.335103216E+03
   16   24  -0.166698858E+03   0.144278897E+03   0.293215314E+03
   16   25  -0.315539422E+03   0.833154331E+02   0.167551608E+03
   16   26  -0.362924200E+03   0.333400459E+02  -0.418879020E+02
   16   27  -0.299591170E+03   0.129428433E+03  -0.167551608E+03
   16   28  -0.139865810E+03   0.170418498E+03  -0.293215314E+03
   16   29   0.944495053E+02   0.285997399E+03  -0.209439510E+03
   16   30   0.243533623E+03   0.261252979E+03  -0.837758041E+02
   16   31   0.242476767E+03   0.262234174E+03   0.837758041E+02
   16   32   0.918980296E+02   0.250937071E+03   0.251327412E+03
   16   33  -0.119995607E+03   0.238779639E+03   0.251327412E+03
   16   34  -0.279423692E+03   0.222450321E+03   0.837758041E+02
   16   35  -0.268022868E+03   0.236062463E+03  -0.837758041E+02
   16   36  -0.117444131E+03   0.277348332E+03  -0.209439510E+03
   16   37   0.835415439E+02   0.354748283E+03   0.418879020E+02
   16   38  -0.819514706E+02   0.347628683E+03   0.837758041E+02
   16   39  -0.923972653E+02   0.352545428E+03  -0.418879020E+02
   16   40   0.257706746E+03   0.257706746E+03   0.418879020E+02
   16   41   0.176461372E+03   0.296057675E+03   0.125663706E+03
   16   42   0.209118792E+03   0.298487628E+03  -0.418879020E+02
   16   43   0.912872248E+02   0.313326078E+03  -0.167551608E+03
   16   44  -0.104941452E+03   0.328292635E+03  -0.125663706E+03
   16   45  -0.179820037E+03   0.317002031E+03   0.418879020E+02
   16   46  -0.114626649E+03   0.305560664E+03   0.167551608E+03
   16   47   0.173094338E+03   0.136540322E+03   0.293215314E+03
   16   48   0.262567456E+03   0.147558640E+03   0.209439510E+03
   16   49   0.340429694E+03   0.130127463E+03   0.418879020E+02
   16   50   0.291354303E+03   0.147034890E+03  -0.167551608E+03
   16   51   0.155608725E+03   0.156175651E+03  -0.293215314E+03
   16   52  -0.713029870E+02   0.208616378E+03  -0.293215314E+03
   16   53  -0.246362127E+03   0.173265473E+03  -0.209439510E+03
   16   54  -0.324224365E+03   0.166445471E+03  -0.418879020E+02
   16   55  -0.283865253E+03   0.161018963E+03   0.167551608E+03
   16   56  -0.163405193E+03   0.147998825E+03   0.293215314E+03
   16   57   0.132849451E+03  -0.680954298E+02   0.335103216E+03
   16   58   0.256622707E+03  -0.745617058E+02   0.251327412E+03
   16   59   0.349429413E+03  -0.738974268E+02   0.837758041E+02
   16   60   0.350947667E+03  -0.663134965E+02  -0.837758041E+02
   16   61   0.223335906E+03  -0.146750586E+03  -0.251327412E+03
   16   62   0.143414846E+03  -0.414505263E+02  -0.335103216E+03
   16   63  -0.166698858E+03  -0.144278897E+03  -0.293215314E+03
   16   64  -0.315539422E+03  -0.833154331E+02  -0.167551608E+03
   16   65  -0.362924200E+03  -0.333400459E+02   0.418879020E+02
   16   66  -0.299591170E+03  -0.129428433E+03   0.167551608E+03
   16   67  -0.139865810E+03  -0.170418498E+03   0.293215314E+03
   16   68   0.944495053E+02  -0.285997399E+03   0.209439510E+03
   16   69   0.243533623E+03  -0.261252979E+03   0.837758041E+02
   16   70   0.242476767E+03  -0.262234174E+03  -0.837758041E+02
   16   71   0.918980296E+02  -0.250937071E+03  -0.251327412E+03
   16   72  -0.119995607E+03  -0.238779639E+03  -0.251327412E+03
   16   73  -0.279423692E+03  -0.222450321E+03  -0.837758041E+02
   16   74  -0.268022868E+03  -0.236062463E+03   0.837758041E+02
   16   75  -0.117444131E+03  -0.277348332E+03   0.209439510E+03
   16   76   0.835415439E+02  -0.354748283E+03  -0.418879020E+02
   16   77  -0.819514706E+02  -0.347628683E+03  -0.837758041E+02
   16   78  -0.923972653E+02  -0.352545428E+03   0.418879020E+02
   17    1   0.122517924E+03   0.364757388E+03  -0.418879020E+02
   17    2  -0.700574743E+02   0.378352407E+03   0.418879020E+02
   17    3   0.113118499E+03   0.348175284E+03   0.125663706E+03
   17    4   0.273725937E+03   0.270430592E+03   0.418879020E+02
   17    5   0.276194748E+03   0.240287919E+03  -0.125663706E+03
   17    6   0.105537447E+03   0.274790045E+03  -0.251327412E+03
   17    7  -0.675886635E+02   0.342303113E+03  -0.167551608E+03
   17    8  -0.279773832E+03   0.264168879E+03  -0.418879020E+02
   17    9  -0.200056709E+03   0.285861788E+03   0.167551608E+03
   17   10  -0.225993036E+02   0.251649043E+03   0.293215314E+03
