 energy shell parameters
             Nshells                80
              kstart      63.770000000
                kend    1660.000000000
                  Np                40
 isotropic coordinates
    i    j                 x                 y                 z
   47   48  -0.240242195E+03  -0.242682481E+02  -0.963421747E+03
   47   49   0.249072841E+03   0.471816604E+03  -0.837758041E+03
   47   50   0.450220064E+03   0.755964589E+03  -0.460766923E+03
   47   51   0.706406506E+03   0.696937568E+03   0.418879020E+02
   47   52   0.826382072E+03   0.357938208E+03   0.418879020E+03
   47   53   0.779915174E+03  -0.185251618E+03   0.586430629E+03
   47   54   0.556741574E+03  -0.681336470E+03   0.460766923E+03
   47   55   0.251511759E+03  -0.957188682E+03   0.837758041E+02
   47   56  -0.680290513E+01  -0.918867858E+03  -0.376991118E+03
   47   57  -0.634524251E+03  -0.536040032E+03  -0.544542727E+03
   47   58  -0.646353870E+03   0.149727917E+02  -0.753982237E+03
   47   59  -0.442839334E+03   0.532260937E+03  -0.712094335E+03
   47   60  -0.128868699E+03   0.909811672E+03  -0.376991118E+03
   47   61   0.154389656E+03   0.980253008E+03   0.418879020E+02
   47   62   0.350583064E+03   0.781611390E+03   0.502654825E+03
   47   63   0.424037046E+03   0.323791246E+03   0.837758041E+03
   47   64   0.280034101E+03  -0.242575757E+03   0.921533845E+03
   47   65   0.178917180E+03  -0.668877435E+03   0.712094335E+03
   47   66  -0.258031859E+03  -0.913198260E+03   0.293215314E+03
   47   67  -0.518843277E+03  -0.837554183E+03  -0.125663706E+03
   47   68  -0.948913199E+03  -0.151277877E+03  -0.251327412E+03
   47   69  -0.817279068E+03   0.454144782E+03  -0.335103216E+03
   47   70  -0.528886317E+03   0.839649564E+03  -0.418879020E+02
   47   71  -0.255150089E+03   0.842068286E+03   0.460766923E+03
   47   72  -0.153942773E+03   0.434754368E+03   0.879645943E+03
   47   73  -0.349874864E+03  -0.121859240E+03   0.921533845E+03
   47   74  -0.576413658E+03  -0.509362191E+03   0.628318531E+03
   47   75  -0.847905390E+03  -0.501748746E+03   0.125663706E+03
   47   76  -0.844220048E+03   0.458926754E+03   0.251327412E+03
   47   77  -0.680033542E+03   0.273613673E+03   0.670206433E+03
   47   78  -0.918869038E+03  -0.664162781E+01   0.376991118E+03
   48    1   0.950501825E+03  -0.341408543E+03  -0.837758041E+02
   48    2   0.986694943E+03   0.227399191E+03  -0.418879020E+02
   48    3   0.938500173E+03  -0.642418949E+02   0.376991118E+03
   48    4   0.735952392E+03  -0.585904149E+03   0.376991118E+03
   48    5   0.614662029E+03  -0.801376380E+03  -0.837758041E+02
   48    6   0.686057612E+03  -0.509735294E+03  -0.544542727E+03
   48    7   0.879970670E+03   0.465249161E+01  -0.502654825E+03
   48    8   0.658604049E+03   0.693526091E+03  -0.335103216E+03
   48    9   0.722212233E+03   0.690918119E+03   0.167551608E+03
   48   10   0.648304594E+03   0.396933733E+03   0.670206433E+03
   48   11   0.485297313E+03  -0.133196963E+03   0.879645943E+03
   48   12   0.287743275E+03  -0.661178769E+03   0.712094335E+03
   48   13   0.142383459E+03  -0.959574712E+03   0.293215314E+03
   48   14   0.120444820E+03  -0.974350797E+03  -0.251327412E+03
   48   15   0.141400862E+03  -0.707078039E+03  -0.712094335E+03
   48   16   0.304408143E+03  -0.291792655E+03  -0.921533845E+03
   48   17   0.521383994E+03   0.348971849E+03  -0.795870139E+03
   48   18   0.200932992E+03   0.918986141E+03  -0.376991118E+03
   48   19   0.211377113E+03   0.983137959E+03   0.125663706E+03
   48   20   0.172663467E+03   0.776166895E+03   0.628318531E+03
   48   21   0.126689954E+03   0.287750050E+03   0.963421747E+03
   48   22  -0.197972672E+03  -0.244248350E+03   0.963421747E+03
   48   23  -0.406655627E+03  -0.683285389E+03   0.628318531E+03
   48   24  -0.468181686E+03  -0.889969910E+03   0.125663706E+03
   48   25  -0.476378591E+03  -0.811155369E+03  -0.376991118E+03
   48   26  -0.448805087E+03  -0.438402343E+03  -0.795870139E+03
   48   27  -0.214474411E+03   0.229893807E+03  -0.963421747E+03
   48   28  -0.233070948E+03   0.582495110E+03  -0.795870139E+03
   48   29  -0.382513415E+03   0.934717605E+03  -0.837758041E+02
   48   30  -0.380897297E+03   0.818317170E+03   0.460766923E+03
   48   31  -0.516749655E+03   0.355798277E+03   0.795870139E+03
   48   32  -0.737493962E+03  -0.184276670E+03   0.670206433E+03
   48   33  -0.862379231E+03  -0.489355752E+03   0.209439510E+03
   48   34  -0.872772946E+03  -0.391158687E+03  -0.335103216E+03
   48   35  -0.736528720E+03   0.188097530E+03  -0.670206433E+03
   48   36  -0.533456573E+03   0.631312206E+03  -0.586430629E+03
   48   37  -0.847770974E+03   0.471530543E+03   0.293215314E+03
   48   38  -0.100940277E+04   0.798958931E+02   0.418879020E+02
   48   39  -0.884030647E+03   0.479301936E+03  -0.125663706E+03
   48   40   0.950501825E+03   0.341408543E+03   0.837758041E+02
   48   41   0.986694943E+03  -0.227399191E+03   0.418879020E+02
   48   42   0.938500173E+03   0.642418949E+02  -0.376991118E+03
   48   43   0.735952392E+03   0.585904149E+03  -0.376991118E+03
   48   44   0.614662029E+03   0.801376380E+03   0.837758041E+02
   48   45   0.686057612E+03   0.509735294E+03   0.544542727E+03
   48   46   0.879970670E+03  -0.465249161E+01   0.502654825E+03
   48   47   0.658604049E+03  -0.693526091E+03   0.335103216E+03
   48   48   0.722212233E+03  -0.690918119E+03  -0.167551608E+03
   48   49   0.648304594E+03  -0.396933733E+03  -0.670206433E+03
   48   50   0.485297313E+03   0.133196963E+03  -0.879645943E+03
   48   51   0.287743275E+03   0.661178769E+03  -0.712094335E+03
   48   52   0.142383459E+03   0.959574712E+03  -0.293215314E+03
   48   53   0.120444820E+03   0.974350797E+03   0.251327412E+03
   48   54   0.141400862E+03   0.707078039E+03   0.712094335E+03
   48   55   0.304408143E+03   0.291792655E+03   0.921533845E+03
   48   56   0.521383994E+03  -0.348971849E+03   0.795870139E+03
   48   57   0.200932992E+03  -0.918986141E+03   0.376991118E+03
   48   58   0.211377113E+03  -0.983137959E+03  -0.125663706E+03
   48   59   0.172663467E+03  -0.776166895E+03  -0.628318531E+03
   48   60   0.126689954E+03  -0.287750050E+03  -0.963421747E+03
   48   61  -0.197972672E+03   0.244248350E+03  -0.963421747E+03
   48   62  -0.406655627E+03   0.683285389E+03  -0.628318531E+03
   48   63  -0.468181686E+03   0.889969910E+03  -0.125663706E+03
   48   64  -0.476378591E+03   0.811155369E+03   0.376991118E+03
   48   65  -0.448805087E+03   0.438402343E+03   0.795870139E+03
   48   66  -0.214474411E+03  -0.229893807E+03   0.963421747E+03
   48   67  -0.233070948E+03  -0.582495110E+03   0.795870139E+03
   48   68  -0.382513415E+03  -0.934717605E+03   0.837758041E+02
   48   69  -0.380897297E+03  -0.818317170E+03  -0.460766923E+03
   48   70  -0.516749655E+03  -0.355798277E+03  -0.795870139E+03
   48   71  -0.737493962E+03   0.184276670E+03  -0.670206433E+03
   48   72  -0.862379231E+03   0.489355752E+03  -0.209439510E+03
   48   73  -0.872772946E+03   0.391158687E+03   0.335103216E+03
   48   74  -0.736528720E+03  -0.188097530E+03   0.670206433E+03
   48   75  -0.533456573E+03  -0.631312206E+03   0.586430629E+03
   48   76  -0.847770974E+03  -0.471530543E+03  -0.293215314E+03
   48   77  -0.100940277E+04  -0.798958931E+02  -0.418879020E+02
   48   78  -0.884030647E+03  -0.479301936E+03   0.125663706E+03
   49    1  -0.128997778E+03   0.101782209E+04   0.125663706E+03
   49    2  -0.604661301E+03   0.748769658E+03   0.376991118E+03
   49    3  -0.166792113E+03   0.769023616E+03   0.670206433E+03
   49    4   0.405604122E+03   0.872786679E+03   0.376991118E+03
   49    5   0.362614343E+03   0.959746354E+03  -0.125663706E+03
   49    6  -0.129459112E+03   0.936041825E+03  -0.418879020E+03
   49    7  -0.599928569E+03   0.832278763E+03  -0.125663706E+03
   49    8  -0.977789672E+03   0.290254044E+03   0.167551608E+03
   49    9  -0.750225330E+03   0.237442383E+03   0.670206433E+03
   49   10  -0.218494728E+03   0.304092395E+03   0.963421747E+03
   49   11   0.352693557E+03   0.412581948E+03   0.879645943E+03
   49   12   0.768696243E+03   0.474170652E+03   0.502654825E+03
   49   13   0.870677721E+03   0.555481147E+03  -0.418879020E+02
   49   14   0.619518872E+03   0.622947172E+03  -0.544542727E+03
   49   15   0.111319501E+03   0.595115978E+03  -0.837758041E+03
   49   16  -0.499561359E+03   0.500342711E+03  -0.753982237E+03
   49   17  -0.875871470E+03   0.398899057E+03  -0.376991118E+03
   49   18  -0.993411891E+03  -0.282439040E+03   0.418879020E+02
   49   19  -0.789429316E+03  -0.385575113E+03   0.544542727E+03
   49   20  -0.328831192E+03  -0.431841007E+03   0.879645943E+03
   49   21   0.259921524E+03  -0.269542079E+03   0.963421747E+03
   49   22   0.741821722E+03  -0.262521358E+03   0.670206433E+03
   49   23   0.101858942E+04  -0.528738291E+02   0.167551608E+03
   49   24   0.966622924E+03   0.147443384E+03  -0.335103216E+03
   49   25   0.620226751E+03   0.224283510E+03  -0.795870139E+03
   49   26   0.239433599E+03   0.204366072E+02  -0.100530965E+04
   49   27  -0.475184799E+03  -0.262328068E+03  -0.879645943E+03
   49   28  -0.876414750E+03  -0.218240481E+03  -0.502654825E+03
   49   29  -0.660629979E+03  -0.790533516E+03   0.837758041E+02
   49   30  -0.281563057E+03  -0.832219357E+03   0.544542727E+03
   49   31   0.332218133E+03  -0.750493524E+03   0.628318531E+03
   49   32   0.767653697E+03  -0.644930947E+03   0.251327412E+03
   49   33   0.826383862E+03  -0.547273320E+03  -0.293215314E+03
   49   34   0.487081181E+03  -0.512500052E+03  -0.753982237E+03
   49   35  -0.184039333E+03  -0.576788161E+03  -0.837758041E+03
   49   36  -0.598702538E+03  -0.705437954E+03  -0.460766923E+03
   49   37   0.143529314E+03  -0.101587478E+04   0.125663706E+03
   49   38   0.373054743E+03  -0.918285648E+03  -0.293215314E+03
   49   39  -0.130906502E+03  -0.994027974E+03  -0.251327412E+03
   49   40  -0.128997778E+03  -0.101782209E+04  -0.125663706E+03
   49   41  -0.604661301E+03  -0.748769658E+03  -0.376991118E+03
   49   42  -0.166792113E+03  -0.769023616E+03  -0.670206433E+03
   49   43   0.405604122E+03  -0.872786679E+03  -0.376991118E+03
   49   44   0.362614343E+03  -0.959746354E+03   0.125663706E+03
   49   45  -0.129459112E+03  -0.936041825E+03   0.418879020E+03
   49   46  -0.599928569E+03  -0.832278763E+03   0.125663706E+03
   49   47  -0.977789672E+03  -0.290254044E+03  -0.167551608E+03
   49   48  -0.750225330E+03  -0.237442383E+03  -0.670206433E+03
   49   49  -0.218494728E+03  -0.304092395E+03  -0.963421747E+03
   49   50   0.352693557E+03  -0.412581948E+03  -0.879645943E+03
   49   51   0.768696243E+03  -0.474170652E+03  -0.502654825E+03
   49   52   0.870677721E+03  -0.555481147E+03   0.418879020E+02
   49   53   0.619518872E+03  -0.622947172E+03   0.544542727E+03
   49   54   0.111319501E+03  -0.595115978E+03   0.837758041E+03
   49   55  -0.499561359E+03  -0.500342711E+03   0.753982237E+03
   49   56  -0.875871470E+03  -0.398899057E+03   0.376991118E+03
   49   57  -0.993411891E+03   0.282439040E+03  -0.418879020E+02
   49   58  -0.789429316E+03   0.385575113E+03  -0.544542727E+03
   49   59  -0.328831192E+03   0.431841007E+03  -0.879645943E+03
   49   60   0.259921524E+03   0.269542079E+03  -0.963421747E+03
   49   61   0.741821722E+03   0.262521358E+03  -0.670206433E+03
   49   62   0.101858942E+04   0.528738291E+02  -0.167551608E+03
   49   63   0.966622924E+03  -0.147443384E+03   0.335103216E+03
   49   64   0.620226751E+03  -0.224283510E+03   0.795870139E+03
   49   65   0.239433599E+03  -0.204366072E+02   0.100530965E+04
   49   66  -0.475184799E+03   0.262328068E+03   0.879645943E+03
   49   67  -0.876414750E+03   0.218240481E+03   0.502654825E+03
   49   68  -0.660629979E+03   0.790533516E+03  -0.837758041E+02
   49   69  -0.281563057E+03   0.832219357E+03  -0.544542727E+03
   49   70   0.332218133E+03   0.750493524E+03  -0.628318531E+03
   49   71   0.767653697E+03   0.644930947E+03  -0.251327412E+03
   49   72   0.826383862E+03   0.547273320E+03   0.293215314E+03
   49   73   0.487081181E+03   0.512500052E+03   0.753982237E+03
   49   74  -0.184039333E+03   0.576788161E+03   0.837758041E+03
   49   75  -0.598702538E+03   0.705437954E+03   0.460766923E+03
   49   76   0.143529314E+03   0.101587478E+04  -0.125663706E+03
   49   77   0.373054743E+03   0.918285648E+03   0.293215314E+03
   49   78  -0.130906502E+03   0.994027974E+03   0.251327412E+03
   50    1   0.309687753E+03   0.100643465E+04  -0.418879020E+02
   50    2  -0.238741844E+03   0.995192782E+03  -0.251327412E+03
   50    3  -0.186856468E+03   0.994827246E+03   0.293215314E+03
   50    4   0.323778529E+03   0.842147548E+03   0.544542727E+03
   50    5   0.753014561E+03   0.706877621E+03   0.209439510E+03
   50    6   0.728605386E+03   0.702659789E+03  -0.293215314E+03
   50    7   0.299211716E+03   0.851185865E+03  -0.544542727E+03
   50    8  -0.462667040E+03   0.624045413E+03  -0.712094335E+03
   50    9  -0.767884974E+03   0.690694989E+03  -0.209439510E+03
   50   10  -0.717342614E+03   0.695483441E+03   0.335103216E+03
   50   11  -0.351251390E+03   0.594798278E+03   0.795870139E+03
   50   12   0.304712352E+03   0.410484548E+03   0.921533845E+03
   50   13   0.737233545E+03   0.244908487E+03   0.712094335E+03
   50   14   0.101926161E+04   0.166771298E+03   0.209439510E+03
   50   15   0.976704621E+03   0.210536757E+03  -0.335103216E+03
   50   16   0.641096648E+03   0.257211235E+03  -0.795870139E+03
   50   17   0.283079247E+03   0.425691580E+03  -0.921533845E+03
   50   18  -0.644572533E+03   0.248372263E+03  -0.795870139E+03
   50   19  -0.989070883E+03   0.141479439E+03  -0.335103216E+03
   50   20  -0.101712319E+04   0.179352518E+03   0.209439510E+03
   50   21  -0.746174794E+03   0.216140336E+03   0.712094335E+03
   50   22  -0.309550537E+03  -0.640529750E+02   0.100530965E+04
   50   23   0.307360503E+03  -0.296512845E+03   0.963421747E+03
   50   24   0.787710588E+03  -0.382338798E+03   0.586430629E+03
   50   25   0.949596728E+03  -0.455064024E+03   0.418879020E+02
   50   26   0.828140637E+03  -0.460921617E+03  -0.460766923E+03
   50   27   0.429650572E+03  -0.390122045E+03  -0.879645943E+03
   50   28  -0.285851338E+03  -0.134956774E+03  -0.100530965E+04
   50   29  -0.781249349E+03  -0.497553405E+03  -0.502654825E+03
   50   30  -0.962966198E+03  -0.426043793E+03   0.418879020E+02
   50   31  -0.721152482E+03  -0.496598454E+03   0.586430629E+03
   50   32  -0.147219451E+03  -0.674899225E+03   0.795870139E+03
   50   33   0.410128500E+03  -0.830484527E+03   0.502654825E+03
   50   34   0.554519708E+03  -0.895167641E+03  -0.418879020E+02
   50   35   0.291483831E+03  -0.825656165E+03  -0.586430629E+03
   50   36  -0.340573775E+03  -0.652757305E+03  -0.753982237E+03
   50   37  -0.533750914E+03  -0.893089150E+03   0.167551608E+03
   50   38  -0.824345814E+02  -0.104306519E+04   0.125663706E+03
   50   39  -0.345595606E+03  -0.963312005E+03  -0.251327412E+03
   50   40   0.309687753E+03  -0.100643465E+04   0.418879020E+02
   50   41  -0.238741844E+03  -0.995192782E+03   0.251327412E+03
   50   42  -0.186856468E+03  -0.994827246E+03  -0.293215314E+03
   50   43   0.323778529E+03  -0.842147548E+03  -0.544542727E+03
   50   44   0.753014561E+03  -0.706877621E+03  -0.209439510E+03
   50   45   0.728605386E+03  -0.702659789E+03   0.293215314E+03
   50   46   0.299211716E+03  -0.851185865E+03   0.544542727E+03
   50   47  -0.462667040E+03  -0.624045413E+03   0.712094335E+03
   50   48  -0.767884974E+03  -0.690694989E+03   0.209439510E+03
   50   49  -0.717342614E+03  -0.695483441E+03  -0.335103216E+03
   50   50  -0.351251390E+03  -0.594798278E+03  -0.795870139E+03
   50   51   0.304712352E+03  -0.410484548E+03  -0.921533845E+03
   50   52   0.737233545E+03  -0.244908487E+03  -0.712094335E+03
   50   53   0.101926161E+04  -0.166771298E+03  -0.209439510E+03
   50   54   0.976704621E+03  -0.210536757E+03   0.335103216E+03
   50   55   0.641096648E+03  -0.257211235E+03   0.795870139E+03
   50   56   0.283079247E+03  -0.425691580E+03   0.921533845E+03
   50   57  -0.644572533E+03  -0.248372263E+03   0.795870139E+03
   50   58  -0.989070883E+03  -0.141479439E+03   0.335103216E+03
   50   59  -0.101712319E+04  -0.179352518E+03  -0.209439510E+03
   50   60  -0.746174794E+03  -0.216140336E+03  -0.712094335E+03
   50   61  -0.309550537E+03   0.640529750E+02  -0.100530965E+04
   50   62   0.307360503E+03   0.296512845E+03  -0.963421747E+03
   50   63   0.787710588E+03   0.382338798E+03  -0.586430629E+03
   50   64   0.949596728E+03   0.455064024E+03  -0.418879020E+02
   50   65   0.828140637E+03   0.460921617E+03   0.460766923E+03
   50   66   0.429650572E+03   0.390122045E+03   0.879645943E+03
   50   67  -0.285851338E+03   0.134956774E+03   0.100530965E+04
   50   68  -0.781249349E+03   0.497553405E+03   0.502654825E+03
   50   69  -0.962966198E+03   0.426043793E+03  -0.418879020E+02
   50   70  -0.721152482E+03   0.496598454E+03  -0.586430629E+03
   50   71  -0.147219451E+03   0.674899225E+03  -0.795870139E+03
   50   72   0.410128500E+03   0.830484527E+03  -0.502654825E+03
   50   73   0.554519708E+03   0.895167641E+03   0.418879020E+02
   50   74   0.291483831E+03   0.825656165E+03   0.586430629E+03
   50   75  -0.340573775E+03   0.652757305E+03   0.753982237E+03
   50   76  -0.533750914E+03   0.893089150E+03  -0.167551608E+03
   50   77  -0.824345814E+02   0.104306519E+04  -0.125663706E+03
   50   78  -0.345595606E+03   0.963312005E+03   0.251327412E+03
   51    1   0.506897313E+03  -0.513042279E+03   0.795870139E+03
   51    2   0.897766743E+03  -0.453275982E+03   0.376991118E+03
   51    3   0.744589278E+03   0.175111788E+03   0.753982237E+03
   51    4   0.233212967E+03   0.505523963E+02   0.104719755E+04
   51    5  -0.156339504E+03  -0.448266707E+03   0.963421747E+03
   51    6   0.180659296E+03  -0.881491849E+03   0.586430629E+03
   51    7   0.541619998E+03  -0.864823772E+03   0.335103216E+03
   51    8   0.895806285E+03  -0.536593120E+03  -0.251327412E+03
   51    9   0.758884691E+03  -0.758884691E+03  -0.418879020E+02
   51   10   0.919178194E+03   0.443152149E+03   0.335103216E+03
   51   11   0.482789186E+03   0.642964077E+03   0.712094335E+03
   51   12  -0.195739737E+03   0.515778898E+03   0.921533845E+03
   51   13  -0.540557989E+03   0.110177027E+03   0.921533845E+03
   51   14  -0.692198189E+03  -0.474606731E+03   0.670206433E+03
   51   15  -0.532917129E+03  -0.870213601E+03   0.335103216E+03
   51   16  -0.926888157E+02  -0.106921501E+04  -0.418879020E+02
   51   17   0.448523609E+03  -0.942988678E+03  -0.251327412E+03
   51   18   0.691194397E+03  -0.327608968E+03  -0.753982237E+03
   51   19   0.887238018E+03   0.264288595E+03  -0.544542727E+03
   51   20   0.809548796E+03   0.674041826E+03  -0.209439510E+03
   51   21   0.445644176E+03   0.969111163E+03   0.125663706E+03
   51   22  -0.177201917E+03   0.972988382E+03   0.418879020E+03
   51   23  -0.593407023E+03   0.710568694E+03   0.544542727E+03
   51   24  -0.943676276E+03   0.225245363E+03   0.460766923E+03
   51   25  -0.101692352E+04  -0.302257439E+03   0.167551608E+03
   51   26  -0.792688268E+03  -0.705080359E+03  -0.167551608E+03
   51   27  -0.326382228E+03  -0.866322344E+03  -0.544542727E+03
   51   28   0.257806300E+03  -0.720148070E+03  -0.753982237E+03
   51   29   0.441708322E+03   0.174008159E+03  -0.963421747E+03
   51   30   0.401023949E+03   0.737271777E+03  -0.670206433E+03
   51   31   0.759256937E+02   0.103044971E+04  -0.293215314E+03
   51   32  -0.514902941E+03   0.941640541E+03  -0.418879020E+02
   51   33  -0.950722543E+03   0.497934327E+03  -0.418879020E+02
   51   34  -0.100258320E+04  -0.791907112E+02  -0.376991118E+03
   51   35  -0.675684763E+03  -0.358507227E+03  -0.753982237E+03
   51   36  -0.264993855E+03  -0.269624388E+03  -0.100530965E+04
   51   37  -0.254037702E+03   0.762858472E+03  -0.712094335E+03
   51   38  -0.724526045E+03   0.483574584E+03  -0.628318531E+03
   51   39  -0.360876097E+03   0.308469648E+03  -0.963421747E+03
   51   40   0.506897313E+03   0.513042279E+03  -0.795870139E+03
   51   41   0.897766743E+03   0.453275982E+03  -0.376991118E+03
   51   42   0.744589278E+03  -0.175111788E+03  -0.753982237E+03
   51   43   0.233212967E+03  -0.505523963E+02  -0.104719755E+04
   51   44  -0.156339504E+03   0.448266707E+03  -0.963421747E+03
   51   45   0.180659296E+03   0.881491849E+03  -0.586430629E+03
   51   46   0.541619998E+03   0.864823772E+03  -0.335103216E+03
   51   47   0.895806285E+03   0.536593120E+03   0.251327412E+03
   51   48   0.758884691E+03   0.758884691E+03   0.418879020E+02
   51   49   0.919178194E+03  -0.443152149E+03  -0.335103216E+03
   51   50   0.482789186E+03  -0.642964077E+03  -0.712094335E+03
   51   51  -0.195739737E+03  -0.515778898E+03  -0.921533845E+03
   51   52  -0.540557989E+03  -0.110177027E+03  -0.921533845E+03
   51   53  -0.692198189E+03   0.474606731E+03  -0.670206433E+03
   51   54  -0.532917129E+03   0.870213601E+03  -0.335103216E+03
   51   55  -0.926888157E+02   0.106921501E+04   0.418879020E+02
   51   56   0.448523609E+03   0.942988678E+03   0.251327412E+03
   51   57   0.691194397E+03   0.327608968E+03   0.753982237E+03
   51   58   0.887238018E+03  -0.264288595E+03   0.544542727E+03
   51   59   0.809548796E+03  -0.674041826E+03   0.209439510E+03
   51   60   0.445644176E+03  -0.969111163E+03  -0.125663706E+03
   51   61  -0.177201917E+03  -0.972988382E+03  -0.418879020E+03
   51   62  -0.593407023E+03  -0.710568694E+03  -0.544542727E+03
   51   63  -0.943676276E+03  -0.225245363E+03  -0.460766923E+03
   51   64  -0.101692352E+04   0.302257439E+03  -0.167551608E+03
   51   65  -0.792688268E+03   0.705080359E+03   0.167551608E+03
   51   66  -0.326382228E+03   0.866322344E+03   0.544542727E+03
   51   67   0.257806300E+03   0.720148070E+03   0.753982237E+03
   51   68   0.441708322E+03  -0.174008159E+03   0.963421747E+03
   51   69   0.401023949E+03  -0.737271777E+03   0.670206433E+03
   51   70   0.759256937E+02  -0.103044971E+04   0.293215314E+03
   51   71  -0.514902941E+03  -0.941640541E+03   0.418879020E+02
   51   72  -0.950722543E+03  -0.497934327E+03   0.418879020E+02
   51   73  -0.100258320E+04   0.791907112E+02   0.376991118E+03
   51   74  -0.675684763E+03   0.358507227E+03   0.753982237E+03
   51   75  -0.264993855E+03   0.269624388E+03   0.100530965E+04
   51   76  -0.254037702E+03  -0.762858472E+03   0.712094335E+03
   51   77  -0.724526045E+03  -0.483574584E+03   0.628318531E+03
   51   78  -0.360876097E+03  -0.308469648E+03   0.963421747E+03
   52    1  -0.106944346E+04   0.159984180E+03   0.167551608E+03
   52    2  -0.814035507E+03   0.166269812E+03   0.712094335E+03
   52    3  -0.773444903E+03   0.588641579E+03   0.502654825E+03
   52    4  -0.855182488E+03   0.681385437E+03  -0.418879020E+02
   52    5  -0.985006969E+03   0.227331115E+03  -0.418879020E+03
   52    6  -0.102629722E+04  -0.340614546E+03  -0.167551608E+03
   52    7  -0.956642978E+03  -0.412210924E+03   0.335103216E+03
   52    8  -0.382801712E+03  -0.526368372E+03   0.879645943E+03
   52    9  -0.270440705E+03   0.166183371E+03   0.104719755E+04
   52   10  -0.224140013E+03   0.716749451E+03   0.795870139E+03
   52   11  -0.261584927E+03   0.102126192E+04   0.293215314E+03
   52   12  -0.371908261E+03   0.986451633E+03  -0.293215314E+03
   52   13  -0.503975999E+03   0.612288150E+03  -0.753982237E+03
   52   14  -0.650625337E+03   0.169553897E+02  -0.879645943E+03
   52   15  -0.662637698E+03  -0.555978792E+03  -0.670206433E+03
   52   16  -0.625192784E+03  -0.889224614E+03  -0.125663706E+03
   52   17  -0.518304949E+03  -0.867915978E+03   0.418879020E+03
   52   18   0.204620916E+03  -0.673549957E+03   0.837758041E+03
   52   19   0.322124898E+03  -0.288037946E+03   0.100530965E+04
   52   20   0.385583123E+03   0.524334311E+03   0.879645943E+03
   52   21   0.374848051E+03   0.938832841E+03   0.418879020E+03
   52   22   0.293327993E+03   0.104668291E+04  -0.125663706E+03
   52   23   0.166904990E+03   0.848730735E+03  -0.670206433E+03
   52   24   0.261290778E+03   0.344176463E+03  -0.100530965E+04
   52   25  -0.184452278E+03  -0.258326237E+03  -0.104719755E+04
   52   26  -0.105015657E+03  -0.786040901E+03  -0.753982237E+03
   52   27  -0.379830497E+02  -0.107334532E+04  -0.209439510E+03
   52   28   0.834312244E+02  -0.102386265E+04   0.376991118E+03
   52   29   0.776080351E+03  -0.447540961E+03   0.628318531E+03
   52   30   0.870267711E+03   0.212668133E+03   0.628318531E+03
   52   31   0.870206260E+03   0.641907565E+03   0.167551608E+03
   52   32   0.766067827E+03   0.659589456E+03  -0.418879020E+03
   52   33   0.665476633E+03   0.229521492E+03  -0.837758041E+03
   52   34   0.581748569E+03  -0.396368347E+03  -0.837758041E+03
   52   35   0.533812872E+03  -0.858464899E+03  -0.418879020E+03
   52   36   0.643371924E+03  -0.869124171E+03   0.167551608E+03
   52   37   0.109101202E+04   0.729107670E+02   0.418879020E+02
   52   38   0.986919478E+03  -0.105174078E+03  -0.460766923E+03
   52   39   0.100169320E+04  -0.438444908E+03  -0.418879020E+02
   52   40  -0.106944346E+04  -0.159984180E+03  -0.167551608E+03
   52   41  -0.814035507E+03  -0.166269812E+03  -0.712094335E+03
   52   42  -0.773444903E+03  -0.588641579E+03  -0.502654825E+03
   52   43  -0.855182488E+03  -0.681385437E+03   0.418879020E+02
   52   44  -0.985006969E+03  -0.227331115E+03   0.418879020E+03
   52   45  -0.102629722E+04   0.340614546E+03   0.167551608E+03
   52   46  -0.956642978E+03   0.412210924E+03  -0.335103216E+03
   52   47  -0.382801712E+03   0.526368372E+03  -0.879645943E+03
   52   48  -0.270440705E+03  -0.166183371E+03  -0.104719755E+04
   52   49  -0.224140013E+03  -0.716749451E+03  -0.795870139E+03
   52   50  -0.261584927E+03  -0.102126192E+04  -0.293215314E+03
   52   51  -0.371908261E+03  -0.986451633E+03   0.293215314E+03
   52   52  -0.503975999E+03  -0.612288150E+03   0.753982237E+03
   52   53  -0.650625337E+03  -0.169553897E+02   0.879645943E+03
   52   54  -0.662637698E+03   0.555978792E+03   0.670206433E+03
   52   55  -0.625192784E+03   0.889224614E+03   0.125663706E+03
   52   56  -0.518304949E+03   0.867915978E+03  -0.418879020E+03
   52   57   0.204620916E+03   0.673549957E+03  -0.837758041E+03
   52   58   0.322124898E+03   0.288037946E+03  -0.100530965E+04
   52   59   0.385583123E+03  -0.524334311E+03  -0.879645943E+03
   52   60   0.374848051E+03  -0.938832841E+03  -0.418879020E+03
   52   61   0.293327993E+03  -0.104668291E+04   0.125663706E+03
   52   62   0.166904990E+03  -0.848730735E+03   0.670206433E+03
   52   63   0.261290778E+03  -0.344176463E+03   0.100530965E+04
   52   64  -0.184452278E+03   0.258326237E+03   0.104719755E+04
   52   65  -0.105015657E+03   0.786040901E+03   0.753982237E+03
   52   66  -0.379830497E+02   0.107334532E+04   0.209439510E+03
   52   67   0.834312244E+02   0.102386265E+04  -0.376991118E+03
   52   68   0.776080351E+03   0.447540961E+03  -0.628318531E+03
   52   69   0.870267711E+03  -0.212668133E+03  -0.628318531E+03
   52   70   0.870206260E+03  -0.641907565E+03  -0.167551608E+03
   52   71   0.766067827E+03  -0.659589456E+03   0.418879020E+03
   52   72   0.665476633E+03  -0.229521492E+03   0.837758041E+03
